,CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Side,Same_Name,Family_Size,Group_Size,Total_Spending,VR_Spa,Room_Food,VR_Spa_Room_Food,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,Destination_55_Cancri_e,Destination_PSO_J318_5-22,Destination_TRAPPIST-1e,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T
3164,1.0,-0.2683182192085016,0.0,-0.3505565235549732,-0.2857960515238739,-0.315244477099719,-0.2765078116017275,-0.27329932553387276,1.0,1.0,-0.010913777736589034,1.504008906779772,0.7856009494973908,-0.5276684782291886,-0.3613672763374133,-0.3951415321772909,-0.47546010922560317,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7393,1.0,1.4061475897239557,0.0,-0.3505565235549732,-0.2857960515238739,-0.315244477099719,-0.2765078116017275,-0.27329932553387276,0.0,1.0,0.4715262568299354,2.2450820653970913,0.7856009494973908,-0.5276684782291886,-0.3613672763374133,-0.3951415321772909,-0.47546010922560317,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
300,1.0,0.01075941561357464,0.0,-0.3505565235549732,-0.2857960515238739,-0.315244477099719,-0.2765078116017275,-0.27329932553387276,1.0,1.0,-0.9757938468696379,-0.719210569072186,-0.6269484266326703,-0.5276684782291886,-0.3613672763374133,-0.3951415321772909,-0.47546010922560317,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5412,0.0,0.2898370504356509,0.0,3.1852402718929165,3.654137218420123,-0.005807212259025807,-0.25592176529033966,-0.028857273601809067,1.0,1.0,-0.4933538123031134,2.2450820653970913,0.7856009494973908,2.726396416102946,-0.18720309087236026,4.580576266303347,2.7921992098416224,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6351,0.0,1.0573005461963605,0.0,-0.3505565235549732,-0.2857960515238739,-0.315244477099719,-0.2765078116017275,-0.27329932553387276,1.0,0.0,-0.4933538123031134,-1.0897471483808456,-0.6269484266326703,-0.5276684782291886,-0.3613672763374133,-0.3951415321772909,-0.47546010922560317,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
435,0.0,0.49914527655220803,0.0,-0.3505565235549732,-0.2857960515238739,1.2218857636488516,-0.275612766109928,-0.2724039334022535,0.0,1.0,0.9539662913964597,0.392399168853793,-0.6269484266326703,-0.21871778050270124,-0.36019049130048725,-0.3951415321772909,-0.4747288438526442,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5802,1.0,-0.47762644532505877,0.0,-0.3505565235549732,-0.2857960515238739,-0.315244477099719,-0.2765078116017275,-0.27329932553387276,1.0,0.0,-0.9757938468696379,1.504008906779772,2.1981503256274517,-0.5276684782291886,-0.3613672763374133,-0.3951415321772909,-0.47546010922560317,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6108,0.0,-0.756704080147135,0.0,-0.3505565235549732,-0.2857960515238739,-0.315244477099719,-0.2765078116017275,-0.27329932553387276,0.0,0.0,-1.4582338814361622,0.021862589545133343,0.07932626143236027,-0.5276684782291886,-0.3613672763374133,-0.3951415321772909,-0.47546010922560317,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2223,0.0,-1.2450899410857683,0.0,-0.3505565235549732,-0.2857960515238739,-0.315244477099719,-0.2765078116017275,-0.27329932553387276,1.0,0.0,-0.4933538123031134,1.1334723274711123,2.1981503256274517,-0.5276684782291886,-0.3613672763374133,-0.3951415321772909,-0.47546010922560317,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
688,1.0,-0.2683182192085016,0.0,-0.3505565235549732,-0.2857960515238739,-0.315244477099719,-0.2765078116017275,-0.27329932553387276,0.0,1.0,-0.9757938468696379,1.504008906779772,2.9044250136924825,-0.5276684782291886,-0.3613672763374133,-0.3951415321772909,-0.47546010922560317,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
49,0.0,1.8945334506625893,0.0,-0.3505565235549732,-0.21693329774208117,-0.315244477099719,0.9577599215897423,-0.15958452481822408,0.0,0.0,0.9539662913964597,0.392399168853793,-0.6269484266326703,0.05023005231584793,0.5247518564678904,-0.3306489510605415,0.11613357749821591,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5661,0.0,-0.0012457739276029453,0.0,-0.3505565235549732,0.2300597558236625,-0.315244477099719,-0.24428617389694654,-0.2688223648757764,1.0,0.0,-0.4933538123031134,0.392399168853793,-0.6269484266326703,-0.21336025395253094,-0.3372431830804296,0.08797699958121574,-0.15370334512364967,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5916,1.0,-1.1055511236747302,0.0,-0.3505565235549732,-0.2857960515238739,-0.315244477099719,-0.2765078116017275,-0.27329932553387276,1.0,0.0,0.4715262568299354,-1.0897471483808456,-0.6269484266326703,-0.5276684782291886,-0.3613672763374133,-0.3951415321772909,-0.47546010922560317,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8384,1.0,-1.1753205323802494,0.0,-0.3505565235549732,-0.2857960515238739,-0.315244477099719,-0.2765078116017275,-0.27329932553387276,0.0,1.0,0.9539662913964597,0.392399168853793,1.4918756375624214,-0.5276684782291886,-0.3613672763374133,-0.3951415321772909,-0.47546010922560317,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2444,0.0,0.3596064591411699,0.0,0.42849050885002526,-0.2857960515238739,-0.2920895603792886,-0.2272803095527566,-0.27329932553387276,0.0,0.0,1.4364063259629842,-1.0897471483808456,-0.6269484266326703,-0.3276541536894974,-0.32900568782194733,-0.11183483655728461,-0.2754590297213207,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4780,1.0,1.8945334506625893,0.0,-0.3505565235549732,-0.2857960515238739,-0.315244477099719,-0.2765078116017275,-0.27329932553387276,1.0,1.0,-0.4933538123031134,-1.4602837276895053,-0.6269484266326703,-0.5276684782291886,-0.3613672763374133,-0.3951415321772909,-0.47546010922560317,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4748,1.0,0.01075941561357464,0.0,-0.3505565235549732,-0.004149108102191164,-0.315244477099719,-0.2765078116017275,-0.27329932553387276,1.0,0.0,0.9539662913964597,-0.3486739897635263,-0.6269484266326703,-0.3640577596521716,-0.3613672763374133,-0.13136848582970212,-0.3079721107715776,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8315,0.0,1.0573005461963605,0.0,-0.3505565235549732,-0.24214198439434456,12.416397424256926,0.10567661339664641,0.07948517432412393,1.0,1.0,-1.4582338814361622,-0.719210569072186,-0.6269484266326703,2.3439657526620934,0.12170298132072371,-0.3542578423622087,-0.14931575288589574,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2232,0.0,-0.6171652627360968,0.0,0.8655168928820977,-0.27411397722160546,-0.315244477099719,-0.275612766109928,-0.27329932553387276,0.0,1.0,1.4364063259629842,-0.3486739897635263,-0.6269484266326703,-0.24621975012690878,-0.3607788838189503,0.05803401549129638,-0.18734155227976299,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3819,0.0,1.4759169984294749,0.0,0.3635699228162754,-0.2046363774239039,0.03207927370673673,-0.2487614013559439,-0.27329932553387276,0.0,1.0,1.4364063259629842,-1.4602837276895053,-0.6269484266326703,-0.23871921295667037,-0.34312710826505977,-0.059434614399925735,-0.2509616397271947,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7469,1.0,-0.5473958540305778,0.0,-0.3505565235549732,-0.2857960515238739,-0.315244477099719,-0.2765078116017275,-0.27329932553387276,1.0,1.0,0.9539662913964597,-1.0897471483808456,-0.6269484266326703,-0.5276684782291886,-0.3613672763374133,-0.3951415321772909,-0.47546010922560317,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8552,0.0,0.2898370504356509,0.0,-0.3505565235549732,0.9199169856734072,-0.315244477099719,-0.07422753045504715,0.6910380002200928,0.0,1.0,-0.010913777736589034,-1.0897471483808456,0.07932626143236027,0.6381292990878691,0.4053081752198979,0.7340544639829374,0.7179649794434608,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6719,0.0,-0.6171652627360968,0.0,1.2962095612035602,1.2433259900414693,-0.315244477099719,-0.12076989602861962,-0.11033795757916363,1.0,0.0,-0.010913777736589034,-1.4602837276895053,-0.6269484266326703,0.8592165613915637,-0.15189953976457923,1.6357989463832012,0.9442916123742667,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5314,0.0,-0.756704080147135,0.0,-0.3505565235549732,-0.2857960515238739,2.550621753913549,-0.2765078116017275,-0.27329932553387276,1.0,1.0,-0.9757938468696379,-0.719210569072186,-0.6269484266326703,0.047015536385745745,-0.3613672763374133,-0.3951415321772909,-0.47546010922560317,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5256,0.0,-0.4078570366195397,0.0,0.8607666060991404,-0.28272182144432956,-0.315244477099719,-0.2765078116017275,-0.27329932553387276,0.0,1.0,2.401286395096033,0.021862589545133343,-0.6269484266326703,-0.25264878198711316,-0.3613672763374133,0.048244963000361206,-0.19392294063639384,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4807,0.0,0.9177617287853224,0.0,7.644176132162176,0.007485498064653966,-0.315244477099719,-0.2765078116017275,-0.27329932553387276,0.0,1.0,-0.9757938468696379,0.7629357481624527,-0.6269484266326703,1.4460443028535508,-0.3613672763374133,2.786876353993755,1.5450261162600731,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2949,1.0,-1.3846287584968064,0.0,-0.3505565235549732,-0.2857960515238739,-0.315244477099719,-0.2765078116017275,-0.27329932553387276,0.0,0.0,1.9188463605295085,3.3566918033230704,2.1981503256274517,-0.5276684782291886,-0.3613672763374133,-0.3951415321772909,-0.47546010922560317,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3736,0.0,-1.4543981672023256,0.0,-0.3505565235549732,-0.2857960515238739,-0.315244477099719,-0.2765078116017275,-0.27329932553387276,1.0,1.0,0.9539662913964597,1.1334723274711123,2.9044250136924825,-0.5276684782291886,-0.3613672763374133,-0.3951415321772909,-0.47546010922560317,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7613,1.0,-0.47762644532505877,0.0,-0.3505565235549732,-0.2857960515238739,-0.315244477099719,-0.2765078116017275,-0.27329932553387276,1.0,0.0,-1.4582338814361622,0.392399168853793,-0.6269484266326703,-0.5276684782291886,-0.3613672763374133,-0.3951415321772909,-0.47546010922560317,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1510,0.0,0.9177617287853224,0.0,-0.3505565235549732,0.07942248192599098,-0.315244477099719,-0.2765078116017275,-0.16674766187117832,0.0,1.0,1.9188463605295085,0.392399168853793,0.7856009494973908,-0.2730073828777603,-0.2913485666403143,-0.053100521611673564,-0.21476400376572494,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
490,0.0,1.1968393636073986,0.0,-0.3505565235549732,0.40221664027814424,-0.315244477099719,2.7908130887950575,5.6318117824952845,0.0,1.0,-0.010913777736589034,-0.719210569072186,-0.6269484266326703,3.4515450748006336,5.535502543698944,0.24920845237308922,3.5980536508424246,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1922,0.0,-1.0357817149692112,0.0,-0.3252216607125342,-0.2857960515238739,-0.315244477099719,0.3607645785594955,-0.1398858979225999,0.0,1.0,-0.010913777736589034,0.021862589545133343,1.4918756375624214,-0.214431759262565,0.1452386820592444,-0.3859283063034696,-0.15480024318308813,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
933,0.0,-0.19854881050298254,0.0,0.6327528405171895,-0.285181205507965,-0.1406920279764746,-0.2666623111919333,-0.15242138776526984,0.0,0.0,1.4364063259629842,1.1334723274711123,0.07932626143236027,-0.21836061206602322,-0.2754619686418128,-0.03697737633248621,-0.19465420600935282,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2308,0.0,-0.19854881050298254,0.0,0.5234962445091714,-0.1677456164693721,-0.2618100538987258,-0.2765078116017275,-0.2724039334022535,0.0,1.0,-0.4933538123031134,1.8745454860884316,0.07932626143236027,-0.25086293980372304,-0.3607788838189503,0.03327347095540152,-0.20306375779838115,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
472,1.0,-0.4078570366195397,0.0,-0.3505565235549732,-0.2857960515238739,-0.315244477099719,-0.2765078116017275,-0.27329932553387276,1.0,0.0,-0.9757938468696379,-0.719210569072186,-0.6269484266326703,-0.5276684782291886,-0.3613672763374133,-0.3951415321772909,-0.47546010922560317,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7664,0.0,-0.059009993091944414,0.0,-0.34263937891671103,4.787913271756067,-0.315244477099719,-0.11450457758602332,2.4370526568776905,0.0,0.0,-0.4933538123031134,-1.4602837276895053,-0.6269484266326703,3.567267648284312,1.5261959228919453,4.359458845331635,3.7165186412617803,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
768,0.0,-1.3148593497912875,0.0,-0.3505565235549732,-0.2857960515238739,-0.315244477099719,-0.2765078116017275,-0.0003347441180990645,1.0,0.0,-0.4933538123031134,1.8745454860884316,1.4918756375624214,-0.4187839690070365,-0.1819929979193385,-0.3951415321772909,-0.36399523289671853,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
503,0.0,0.6386840939632461,0.0,-0.3505565235549732,0.8166228550007182,0.5379251466761389,-0.26845240217553223,4.192021234851481,0.0,1.0,-1.4582338814361622,0.021862589545133343,1.4918756375624214,2.0682317195466617,2.5782417459038203,0.6373155923078133,2.0068201992836725,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5731,0.0,0.2898370504356509,0.0,-0.28563593752122335,-0.029405262889877836,-0.315244477099719,-0.23891590094614973,0.0024814510048657657,1.0,0.0,0.4715262568299354,0.392399168853793,-0.6269484266326703,-0.23907638139334839,-0.15542989487535733,-0.13141294153915498,-0.18002889855017312,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2972,0.0,-0.4078570366195397,0.0,-0.3505565235549732,0.6813567315007683,-0.315244477099719,-0.24428617389694654,-0.27329932553387276,1.0,0.0,-0.4933538123031134,1.8745454860884316,0.7856009494973908,0.047015536385745745,-0.34018514567274466,0.5106337365427698,0.11284288331990049,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
498,0.0,-0.059009993091944414,0.0,-0.3505565235549732,0.3739337235463365,-0.315244477099719,-0.2765078116017275,-0.2688223648757764,1.0,1.0,1.9188463605295085,0.7629357481624527,-0.6269484266326703,-0.14264090349028294,-0.35842531374509823,0.22272042798585287,-0.08130807320071011,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
872,0.0,0.01075941561357464,0.0,-0.3505565235549732,0.4071354084054151,-0.315244477099719,1.394542121587884,0.6847702552987578,0.0,1.0,-0.4933538123031134,-0.3486739897635263,-0.6269484266326703,0.9238640484302852,1.3667415503884677,0.2538150653099999,1.010471128627055,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1833,0.0,-0.5473958540305778,0.0,-0.3505565235549732,-0.2857960515238739,0.8905923398026939,-0.2729276296345296,-0.27329932553387276,1.0,1.0,0.9539662913964597,1.1334723274711123,0.07932626143236027,-0.28443677285145696,-0.3590137062635612,-0.3951415321772909,-0.4739975784796852,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7550,0.0,1.685225224546032,0.0,-0.3505565235549732,-0.2857960515238739,0.960057089963985,-0.2765078116017275,-0.27329932553387276,1.0,0.0,0.4715262568299354,0.392399168853793,-0.6269484266326703,-0.27193587756772625,-0.3613672763374133,-0.3951415321772909,-0.47546010922560317,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5418,0.0,1.2666087723129176,0.0,-0.3283885185678391,-0.2839515134761473,-0.315244477099719,1.2629704342933616,-0.27329932553387276,0.0,1.0,0.4715262568299354,-1.0897471483808456,-0.6269484266326703,0.09273309628053232,0.650667855418976,-0.3853524796863557,0.15964386718927553,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6310,0.0,0.0805288243190937,0.0,-0.22863249612573563,-0.24214198439434456,1.7277316366182538,-0.2765078116017275,-0.27329932553387276,0.0,1.0,-0.010913777736589034,0.021862589545133343,1.4918756375624214,-0.06513535273115258,-0.3613672763374133,-0.30991919284444347,-0.4213464716266383,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2338,1.0,-0.059009993091944414,0.0,-0.3505565235549732,-0.2857960515238739,-0.315244477099719,-0.2765078116017275,-0.27329932553387276,1.0,1.0,-1.4582338814361622,-1.0897471483808456,0.07932626143236027,-0.5276684782291886,-0.3613672763374133,-0.3951415321772909,-0.47546010922560317,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5884,0.0,0.7782229113742842,1.0,0.12605558366841002,-0.2857960515238739,2.01805866934365,-0.2729276296345296,-0.0003347441180990645,1.0,1.0,-0.9757938468696379,0.392399168853793,-0.6269484266326703,0.15804305622796602,-0.17963942784548645,-0.2218177204260269,-0.2524772635204733,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4028,0.0,-0.9660123062636922,0.0,-0.2935530821594855,0.23128944785548025,-0.315244477099719,-0.2765078116017275,-0.27329932553387276,1.0,0.0,-0.4933538123031134,0.021862589545133343,0.07932626143236027,-0.214431759262565,-0.3613672763374133,0.10985841103154143,-0.15480024318308813,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1222,0.0,-0.47762644532505877,0.0,-0.005369017326742171,-0.2550537507284307,8.264542741539755,-0.1458311697990048,-0.04407893983933684,1.0,0.0,-0.9757938468696379,-1.0897471483808456,-0.6269484266326703,1.432114733823108,-0.12483348391528044,-0.24081999879078342,-0.2304862092843431,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
723,0.0,-0.4078570366195397,0.0,0.844932316822616,-0.2857960515238739,-0.09972563685571313,0.0019755488891317,-0.27329932553387276,0.0,0.0,-1.4582338814361622,-0.719210569072186,0.07932626143236027,-0.10365997680381038,-0.17829554721241794,0.03960756374365369,-0.0856449236990125,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5583,1.0,1.615455815840513,0.0,-0.3505565235549732,-0.2857960515238739,-0.315244477099719,-0.2765078116017275,-0.27329932553387276,1.0,0.0,-0.9757938468696379,-1.4602837276895053,-0.6269484266326703,-0.5276684782291886,-0.3613672763374133,-0.3951415321772909,-0.47546010922560317,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1424,0.0,0.42937586784668896,0.0,2.6421241497081307,-0.2857960515238739,0.5699858005967349,-0.275612766109928,-0.27329932553387276,0.0,1.0,0.4715262568299354,-1.0897471483808456,0.07932626143236027,0.32524974855792343,-0.3607788838189503,0.6931707741678552,0.21595130090711742,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
241,0.0,-0.47762644532505877,0.0,-0.3505565235549732,-0.2857960515238739,0.24225467163064326,-0.008889209553685811,-0.1909232494248989,0.0,0.0,0.4715262568299354,0.392399168853793,-0.6269484266326703,-0.27622189880786246,-0.13130580161837363,-0.3951415321772909,-0.3324977288121216,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7210,0.0,-2.012553436846478,0.0,-0.3505565235549732,-0.2857960515238739,-0.315244477099719,-0.2765078116017275,-0.27329932553387276,1.0,0.0,-0.010913777736589034,0.392399168853793,-0.6269484266326703,-0.5276684782291886,-0.3613672763374133,-0.3951415321772909,-0.47546010922560317,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7421,0.0,0.49914527655220803,0.0,-0.3505565235549732,5.574916172119412,-0.315244477099719,1.8053680023238408,0.13947644714261576,0.0,0.0,-0.9757938468696379,-1.0897471483808456,0.07932626143236027,3.872289493207341,1.2784826726190153,5.093637782151774,4.028768955515267,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
129,1.0,0.42937586784668896,0.0,-0.3505565235549732,-0.2857960515238739,-0.315244477099719,-0.2765078116017275,-0.27329932553387276,1.0,0.0,-0.010913777736589034,1.1334723274711123,-0.6269484266326703,-0.5276684782291886,-0.3613672763374133,-0.3951415321772909,-0.47546010922560317,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
